Insegna,Tipo via,Via,Civico,Codice via,Municipio,Accesso,Isolato,Presso,Forma commercio prevalente,Forma commercio secondaria,Forma vendita,Superficie somministrazione,Bar caffè,Bar gastronomici e simili,Biliardo,Bocce,Carte,Cibi cotti preconfezionati,Discoteche,Genere merceol.autorizz.sanit.,Giochi legge 388/2000,Mensa,Pizzeria,Prodotti di gastronomia,Ristorante,Spaccio bevande analcoliche,Tavola calda,Tavola fredda,Fast food,Osteria,Self service,Trattoria,context_type,IsAnomaly
Non specificata,PIAZZALE,SEGESTA,004,6535,7,accesso esterno,200,coop. segesta,somministrazione,Assente,al banco,65.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,PIAZZA,ANELLI GIACOMO,4,2326,2,accesso esterno,270,circolo acli turro,somministrazione,Assente,al banco,183.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,PIAZZA,BELLOVESO,5,1593,9,accesso interno,93,parrocchia s. martino in n,somministrazione,Assente,al banco,113.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,PIAZZA,CARLO MAGNO,000,7166,8,accesso interno,80,bar rai,somministrazione,Assente,al banco,75.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,horeca,False
Non specificata,PIAZZA,SAN FEDELE,4,203,1,accesso esterno,384,cinema parrocc. san fedele,somministrazione,minuto,al banco,88.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,PIAZZA,SANT' AMBROGIO,25,643,1,accesso interno,339,parrocchia,somministrazione,Assente,al banco,70.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,ABBIATI FILIPPO,7,6556,7,accesso interno,253,Non specificato,somministrazione,Assente,al banco,59.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,ANDREOLI DON GIUSEPPE,18,1467,9,accesso interno,0,Non specificato,somministrazione,Assente,al banco,38.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,BERRA DOMENICO,11,2526,2,accesso interno,246,ass. il circolino,somministrazione,Assente,al banco,347.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,BODONI GIAMBATTISTA,3,7261,8,accesso esterno,298,circolo arci l'impegno,somministrazione,Assente,al banco,58.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,BONFADINI ROMUALDO,111,3341,4,accesso interno,110,circolo endas sporting,somministrazione,Assente,misto,143.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,BONFADINI ROMUALDO,148,3341,4,accesso interno,137,Non specificato,somministrazione,Assente,self service,84.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,BRUSUGLIO,026,1550,9,accesso interno,54,gruppo sportivo lombardina,somministrazione,Assente,self service,38.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,horeca,False
Non specificata,VIA,CAPECELATRO ALFONSO,68,6575,7,accesso interno,237,ss alcione calcio,somministrazione,Assente,al banco,5.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
int. buzzi,VIA,CASTELVETRO LODOVICO,32,7195,8,accesso interno,33,Non specificato,somministrazione,Assente,al banco,111.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,COLONNA MARCO ANTONIO,1,7158,8,accesso interno,347,circolo acli leone xiii,somministrazione,Assente,al banco,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,COMASINA,115,1573,9,accesso interno,1,Non specificato,somministrazione,Assente,al banco,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,CORELLI ARCANGELO,176,3243,3,accesso interno,24,Non specificato,somministrazione,Assente,al banco,330.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,CUNEO,2,6281,7,accesso interno,0,Non specificato,somministrazione,Assente,al banco,75.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,DE AMICIS EDMONDO,2,574,1,accesso interno,213,ass. cult. centro giovani,somministrazione,Assente,al banco,70.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,DEGLI OLIVETANI,3,6220,1,accesso interno,225,bar parrochhiale,somministrazione,Assente,al banco,220.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,horeca,False
Non specificata,VIA,DEI VALTORTA,2,2324,2,accesso interno,0,Non specificato,somministrazione,Assente,al banco,230.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
autogrill,VIA,DELLA CASA GIOVANNI,15,7433,8,accesso interno,224,Non specificato,somministrazione,Assente,al banco,115.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,GIOIA MELCHIORRE,48,1108,2,accesso interno,240,Non specificato,somministrazione,Assente,al banco,53.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,GRASSI GIOVANNI BATTISTA,15,7465,8,accesso interno,88,bar cral de medici,somministrazione,Assente,al banco,54.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,horeca,False
Non specificata,VIA,JOMMELLI NICCOLO',4,2426,3,accesso interno,32,parrocchia,somministrazione,Assente,al banco,47.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,MARCELLO BENEDETTO,83,2128,3,accesso interno,42,Non specificato,somministrazione,Assente,misto,22.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,MESSINA,35,7211,8,accesso interno,38,Non specificato,somministrazione,Assente,misto,84.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,MOLINETTO,000,6730,7,accesso interno,22,Non specificato,somministrazione,Assente,al banco,24.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,NEERA ANNA,24,5326,5,accesso interno,43,circolo acli rigoldi,somministrazione,Assente,al banco,43.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,OVADA,22,5352,6,accesso interno,102,tennis club barona,somministrazione,Assente,al banco,60.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,horeca,False
Non specificata,VIA,PINDARO,23,2401,2,accesso interno,33,alexander's club,somministrazione,Assente,al banco,34.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,PITTERI RICCARDO,54,2674,3,accesso interno,140,parrocchia ss nome di mari,somministrazione,Assente,misto,53.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,PITTERI RICCARDO,83,2674,3,accesso esterno,127,Non specificato,somministrazione,Assente,misto,85.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
gran bar caffetteria,VIA,RICCARDI PADRE PLACIDO,6,2385,2,accesso interno,266,parrocchia s. giuseppe mor,somministrazione,Assente,al banco,116.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,horeca,False
Non specificata,VIA,SAN ROMANELLO,41,6481,7,accesso interno,17,centro ippico,somministrazione,Assente,al banco,27.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,SFORZA ASCANIO,15,5201,5,accesso interno,94,last blast club,somministrazione,Assente,al banco,72.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,SIMONETTA CICCO,11,5168,1,accesso interno,131,circolo chimera magazine,somministrazione,Assente,misto,43.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,TREVIGLIO,000,2472,2,accesso interno,163,Non specificato,somministrazione,Assente,al banco,35.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIA,VESPRI SICILIANI,55,5137,6,accesso interno,148,istituto suore orsoline,somministrazione,Assente,self service,100.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIALE,BEATRICE D'ESTE,30,4048,5,accesso interno,90,associazione piccolo slam,somministrazione,Assente,al banco,74.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIALE,BLIGNY,22,4045,5,accesso interno,102,circolo fornaroli,somministrazione,Assente,al banco,158.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIALE,BLIGNY,023,4045,5,accesso interno,89,Non specificato,somministrazione,Assente,al banco,100.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIALE,TORELLI LUIGI,6,1232,9,accesso interno,0,Non specificato,somministrazione,Assente,al banco,28.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
Non specificata,VIALE,TUNISIA,6,2121,3,accesso interno,106,Non specificato,somministrazione,Assente,al banco,9.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
bar interno parrocchia,VIA,MANDURIA,90,5400,5,area aperta recintata,114,parrocchia s. pietro,somministrazione,minuto,misto,170.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,horeca,False
centro sport. san romano,VIA,FALCK ENRICO,4,7438,8,accesso interno,14,Non specificato,somministrazione,Assente,al banco,70.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
circ. cult. arci  mondini,VIA,ROGOREDO,41,4373,4,accesso esterno,86,Non specificato,somministrazione,Assente,al banco,87.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
circ.culturale x line,VIA,SAMMARTINI GIOVANNI BATTISTA,023,1202,2,accesso interno,0,Non specificato,somministrazione,Assente,al banco,120.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
circolo priv. argos club,VIA,RESEGONE,1,1228,9,accesso esterno,98,Non specificato,somministrazione,Assente,misto,110.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
parrocchia s. maria buon,VIA,VARE' GIOVANNI BATTISTA,15,1245,9,area aperta recintata,27,Non specificato,somministrazione,Assente,al banco,80.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,other,False
scuola politecnica design,VIA,VENTURA GIOVANNI,15,2668,3,accesso interno,109,scuola politecnica di desi,somministrazione,Assente,al banco,143.0,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,school,True
